request_id,polymer_class,smiles,tg_celsius
gen_0011,polystyrenes and styrene copolymers,*CC(*)C(=O)N,165.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)OCC,-20.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)OC,-10.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)OC(C)=O,32.0
gen_0011,polystyrenes and styrene copolymers,*C(C)(C)CC(*)c1ccccc1,55.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1ccc(C(F)(F)F)cc1,110.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1ccc(S)cc1,115.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1ccccn1,145.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1cccnc1,138.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1ccc(C=C)cc1,143.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1ccc(I)cc1,132.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1ccc2c(ccc3c2ccc3)c1,165.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)(c1ccccc1)c1ccccc1,185.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1ccc(OC(C)=O)cc1,110.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1cc(C)c(C)cc1,105.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1c(C)cccc1C,90.0
gen_0011,polystyrenes and styrene copolymers,*CC(c1ccccc1)C(*)c1ccccc1,128.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)/C=C/c1ccccc1,65.0
gen_0011,polystyrenes and styrene copolymers,*CC(*)c1ccc(SC)cc1,100.0
gen_0163,polysiloxanes,*[Si](C)(C)O*,-123.0
gen_0163,polysiloxanes,*[Si](CC)(CC)O*,-108.0
gen_0163,polysiloxanes,*[Si](C)(CC)O*,-115.0
gen_0163,polysiloxanes,*[Si](C)(CCC)O*,-110.0
gen_0163,polysiloxanes,*[Si](C)(c1ccccc1)O*,-28.0
gen_0163,polysiloxanes,*[Si](c1ccccc1)(c1ccccc1)O*,49.0
gen_0163,polysiloxanes,*[Si](C)(CCCC)O*,-105.0
gen_0163,polysiloxanes,*[Si](C)(CCCCCC)O*,-100.0
gen_0163,polysiloxanes,*[Si](C)(CC(F)(F)F)O*,-68.0
gen_0163,polysiloxanes,*[Si](C)(CCC(F)(F)F)O*,-125.0
gen_0163,polysiloxanes,*[Si](C)(CCCC(F)(F)F)O*,-119.0
gen_0163,polysiloxanes,*[Si](C)(CCC(F)(F)C(F)(F)F)O*,-100.0
gen_0163,polysiloxanes,*[Si](C)(CCOC(F)(F)C(F)(F)F)O*,-95.0
gen_0163,polysiloxanes,*[Si](C)(CH2Cl)O*,-60.0
gen_0163,polysiloxanes,*[Si](C)(CCCl)O*,-80.0
gen_0163,polysiloxanes,*[Si](C)(c1ccc(Cl)cc1)O*,-10.0
gen_0163,polysiloxanes,*[Si](C)(c1ccc(F)cc1)O*,-22.0
gen_0163,polysiloxanes,*[Si](C)(c1ccc(Br)cc1)O*,-5.0
gen_0163,polysiloxanes,*[Si](CF)(CF)O*,-90.0
gen_0163,polysiloxanes,*[Si](C)(CC(F)(F)F)O*,-68.0
gen_0163,polysiloxanes,*[Si](CC)(CCC(F)(F)F)O*,-105.0
gen_0163,polysiloxanes,*[Si](C)(CCCCCCCC)O*,-95.0
gen_0163,polysiloxanes,*[Si](C)(CCCCCCCCCCCC)O*,-70.0
gen_0163,polysiloxanes,*[Si](C)(C=C)O*,-118.0
gen_0163,polysiloxanes,*[Si](C)(CCF)O*,-100.0
gen_0163,polysiloxanes,*[Si](C)(CCCCF)O*,-108.0
gen_0163,polysiloxanes,*[Si](C)(CBr)O*,-55.0
gen_0163,polysiloxanes,*[Si](C)(CCBr)O*,-75.0
gen_0163,polysiloxanes,*[Si](CC(F)(F)F)(CC(F)(F)F)O*,-60.0
gen_0163,polysiloxanes,*[Si](C)(c1ccc(cc1)C(F)(F)F)O*,-15.0
gen_0163,polysiloxanes,*[Si](C)(OC(F)(F)F)O*,-85.0
gen_0163,polysiloxanes,*[Si](C)(CCCCCl)O*,-95.0
gen_0163,polysiloxanes,*[Si](C)(c1cc(Cl)ccc1Cl)O*,5.0
gen_0163,polysiloxanes,*[Si](C)(c1ccc(cc1)Br)O*,-5.0
gen_0163,polysiloxanes,*[Si](C)(CH2F)O*,-95.0
gen_0163,polysiloxanes,*[Si](CCl)(CCl)O*,-50.0
gen_0163,polysiloxanes,*[Si](C)(CCCCCCF)O*,-103.0
gen_0163,polysiloxanes,*[Si](C)(CCOCC(F)(F)F)O*,-98.0
gen_0163,polysiloxanes,*[Si](CH2CH2CF3)(CH2CH2CF3)O*,-75.0
gen_0163,polysiloxanes,*[Si](C)(C#N)O*,-35.0
gen_0163,polysiloxanes,*[Si](C)(CCC#N)O*,-68.0
gen_0163,polysiloxanes,*[Si](C)(CCCF)O*,-112.0
gen_0163,polysiloxanes,*[Si](C)(c1ccc(F)c(F)c1)O*,-20.0
gen_0163,polysiloxanes,*[Si](C)(c1cc(F)cc(F)c1)O*,-18.0
gen_0163,polysiloxanes,*[Si](C)(c1ccccc1F)O*,-25.0
gen_0163,polysiloxanes,*[Si](CH3)(CH2CH2CH2C(F)(F)C(F)(F)F)O*,-95.0
gen_0163,polysiloxanes,*[Si](C)(CCCCCCCCF)O*,-100.0
gen_0163,polysiloxanes,*[Si](CC)(CC(F)(F)F)O*,-80.0
gen_0163,polysiloxanes,*[Si](CH3)(OCH2CF3)O*,-80.0
gen_0163,polysiloxanes,*[Si](C)(c1ccc(cc1)OC(F)(F)F)O*,-12.0
gen_0163,polysiloxanes,*[Si](C)(CCCCCCCCCC(F)(F)F)O*,-85.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccccc1,100.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccccc1C,108.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cccc(C)c1,97.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(C)cc1,101.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(Cl)cc1,128.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(Br)cc1,128.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(F)cc1,98.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cc(Cl)ccc1Cl,134.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccccc1Cl,118.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(C(C)(C)C)cc1,137.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(OC)cc1,95.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc([N+](=O)[O-])cc1,155.0
gen_0191,polystyrenes and styrene copolymers,*CC(C)(*)c1ccccc1,168.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc2ccccc2c1,138.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cccc2ccccc12,132.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(-c2ccccc2)cc1,145.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)C1CCCCC1,90.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)C1CCCC1,70.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccco1,70.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cccs1,80.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccccn1,105.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cccnc1,95.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccncc1,145.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)C(=O)OC1CCCCC1,83.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)C(=O)N1CCCCC1,150.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc2OCCOc2c1,115.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc2c(c1)OCO2,120.0
gen_0191,polystyrenes and styrene copolymers,*C(c1ccccc1)C(*)c1ccccc1,145.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)(C#N)c1ccccc1,150.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(C(F)(F)F)cc1,120.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cc(C)cc(C)c1,105.0
gen_0191,polystyrenes and styrene copolymers,*C(C)(C(=O)OC)C(*)c1ccccc1,130.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)C(=O)OCC1CCCCC1,60.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(-c2ccc(C)cc2)cc1,143.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(I)cc1,130.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cc(F)c(F)c(F)c1,110.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(cc1)S(=O)(=O)c1ccccc1,175.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)C1(CC1)c1ccccc1,115.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc2[nH]c3ccccc3c2c1,190.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(cc1)-c1ccc(cc1)C(*)C*,148.0
gen_0191,polystyrenes and styrene copolymers,*C1CC(*)c2ccccc12,200.0
gen_0191,polystyrenes and styrene copolymers,*C1CC(*)Cc2ccccc12,155.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(C(=O)OC)cc1,122.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(C(=O)C)cc1,118.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(OCC)cc1,90.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(N(C)C)cc1,108.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cc2ccccc2cc1,135.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccccc1S(=O)(=O)N,165.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1cc(Br)ccc1Br,140.0
gen_0191,polystyrenes and styrene copolymers,*CC(c1ccccc1)C(*)C(=O)OCC,65.0
gen_0191,polystyrenes and styrene copolymers,*CC(*)c1ccc(C#N)cc1,150.0
gen_0107,polyethers,*CCOCC*,-84.0
gen_0107,polyethers,*CCCOCCCO*,-78.0
gen_0107,polyethers,*CCCCOCCCCO*,-70.0
gen_0107,polyethers,*CC(C)OCC(C)O*,-60.0
gen_0107,polyethers,*CCOCCOCCO*,-65.0
gen_0107,polyethers,*CC(CC*)OC,-20.0
gen_0107,polyethers,*OCC(CO*)COC(=O)c1ccccc1,10.0
gen_0107,polyethers,*CC(*)COc1ccccc1,25.0
gen_0107,polyethers,*CCOc1ccc(cc1)C(C)(C)c1ccc(OCC*)cc1,65.0
gen_0107,polyethers,*Oc1ccc(cc1)C(C)(C)c1ccc(O*)cc1,158.0
gen_0107,polyethers,*Oc1ccc(cc1)S(=O)(=O)c1ccc(O*)cc1,190.0
gen_0107,polyethers,*Oc1ccc(cc1)Oc1ccc(O*)cc1,95.0
gen_0107,polyethers,*Oc1ccccc1O*,100.0
gen_0107,polyethers,*OC1CCC(CC1)CO*,20.0
gen_0107,polyethers,*CC(*)OCC1CO1,-40.0
gen_0107,polyethers,*CC(COCC(F)(F)F)O*,-30.0
gen_0107,polyethers,*CC(CCl)O*,-18.0
gen_0107,polyethers,*CC(COC(=O)C=C)O*,-10.0
gen_0107,polyethers,*OCCOC(=O)c1ccc(cc1)C(=O)*,40.0
gen_0107,polyethers,*CCCCCCOC*,-75.0
gen_0107,polyethers,*CC(C)(C)COC*,-30.0
gen_0107,polyethers,*CCOC(=O)c1ccccc1C(=O)OCC*,-5.0
gen_0107,polyethers,*CCOCCOCCOCCO*,-68.0
gen_0107,polyethers,*CC(CN(C)C)O*,-15.0
gen_0107,polyethers,*CC(c1ccccc1)OC*,50.0
gen_0107,polyethers,*Oc1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccc(O*)cc1,175.0
gen_0107,polyethers,*Oc1ccc2c(c1)C(C)(C)c1cc(O*)ccc1O2,200.0
gen_0107,polyethers,*CCCCCCCCOC*,-65.0
gen_0107,polyethers,*CC(CF)O*,-25.0
gen_0107,polyethers,*OCC(F)(F)CO*,5.0
gen_0107,polyethers,*CCOCC(F)(F)F,-50.0
gen_0107,polyethers,*CC(CN3CCOCC3)O*,-8.0
gen_0107,polyethers,*Oc1ccc(cc1)C(=O)c1ccc(O*)cc1,145.0
gen_0107,polyethers,*OC1(CO*)CCCCC1,30.0
gen_0107,polyethers,*CC(CCCC)O*,-55.0
gen_0107,polyethers,*CC(COCC)O*,-45.0
gen_0107,polyethers,*Oc1ccc(cc1)C(C)(C)c1ccc(O*)cc1C,168.0
gen_0107,polyethers,*OCC1(CO*)CCCC1,42.0
gen_0107,polyethers,*CCOc1ccccc1CCO*,15.0
gen_0107,polyethers,*CC(CBr)O*,-12.0
gen_0107,polyethers,*CC(COc1ccccc1)O*,5.0
gen_0107,polyethers,*OCCOc1ccc(cc1)C(=O)*,30.0
gen_0107,polyethers,*CC(CCCCCCCC)O*,-60.0
gen_0107,polyethers,*CC(CO*)c1ccc(Cl)cc1,60.0
gen_0107,polyethers,*Oc1ccc(cc1)C(CC)(CC)c1ccc(O*)cc1,150.0
gen_0107,polyethers,*OCCN(C)CCO*,-55.0
gen_0107,polyethers,*CC(CN)O*,-22.0
gen_0107,polyethers,*Oc1ccc(cc1)C(C)(c1ccc(O*)cc1)c1ccccc1,172.0
gen_0107,polyethers,*CCC(C)OC*,-48.0
gen_0107,polyethers,*OC1CCCCC1O*,35.0
gen_0090,polyolefins,*CC(*)OC(C)=O,32.0
gen_0090,polyolefins,*CCO*,-67.0
gen_0090,polyolefins,*CCOCC*,-80.0
gen_0090,polyolefins,*CCOCCOCC*,-60.0
gen_0090,polyolefins,*OCC(*)C,-75.0
gen_0090,polyolefins,*CC(*)C(=O)OC,105.0
gen_0090,polyolefins,*CC(*)C(=O)OCC,65.0
gen_0090,polyolefins,*CC(*)C(=O)OCCCC,20.0
gen_0090,polyolefins,*CC(*)C(=O)OC(C)C,81.0
gen_0090,polyolefins,*CC(*)C#N,97.0
gen_0090,polyolefins,*CC(*)Cl,80.0
gen_0090,polyolefins,*CC(*)F,-20.0
gen_0090,polyolefins,*CC(*)OC(=O)C(C)C,43.0
