smiles,tg_celsius
*/C=C(\CCOC(=O)c1ccc([Si](C)(C)c2ccc(C(*)=O)cc2)cc1)c1cccc([Si](C)(C)O)c1,45.0
*/C=C/C(*)(C)C(=O)OCCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc(OCCOCCOCCOCCOCCOCCOCCOCC)cc3)cc2)cc1,5.0
*/C=C/C(*)(C)CCOCCOCCO,-55.0
*/C=C/C(*)(CC(C)C)C(C)C,60.0
*/C=C/C(*)C(=O)OC(CC)OCC(C)C,-40.0
*/C=C/C(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC)cc3)cc2)cc1,45.0
*/C=C/C(*)C([2H])(Cl)Cl,65.0
*/C=C/C(*)CCCSCC,-55.0
*/C=C/C(/C=C(/*)C)[Si](C)(C#N)C#CC#N,65.0
*/C=C/C(=*)CCCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,10.0
*/C=C/C(=C\C#N)C(=O)Nc1ccc(*)cc1,210.0
*/C=C/C(=O)NC(C)N(*)CC,90.0
*/C=C/C(=O)Nc1ccc(Cc2ccc(NC(=O)CCCCCCCCCCCCC(=O)Nc3ccc(C(=O)O*)cc3)cc2)cc1,80.0
*/C=C/C(=O)Nc1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(*)cc2)cc1,130.0
*/C=C/C(C#N)=C(*)OC,130.0
*/C=C/C(C#N)=C(*)Oc1ccc(C#N)cc1,180.0
*/C=C/C(C#N)=C(C#N)c1nnc(*)n1CC,180.0
*/C=C/C(C#N)C(=*)COC(C)(C)C,65.0
*/C=C/C(C(*)=O)C(C)C(C)C,65.0
*/C=C/C(C(=O)O)C(*)(CCCCC)CCCCC,-20.0
*/C=C/C(C(=O)O)c1ccc(/C=C(\C)c2nnc(*)s2)cc1,145.0
*/C=C/C(C)(C)C(=*)CCCCCCCCCCCCCC,-40.0
*/C=C/C(C)(C)C(=S)N*,120.0
*/C=C/C(C)(C)C(C)(C)C#C[Si](*)(C)C,40.0
*/C=C/C(C)(C)C(c1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,180.0
*/C=C/C(C)(C)CCS(=O)(=O)CCCNC(=O)c1ccc(*)c2ccccc12,95.0
*/C=C/C(C)(C)COC(=O)CCCOC(=O)NCCC(C)CN(*)CC,-15.0
*/C=C/C(C)(C)COC(=O)c1ccc(C(=O)S*)cc1,45.0
*/C=C/C(C)(C=*)CSSCC,-20.0
*/C=C/C(C)(CCCC)C(*)SC,-30.0
*/C=C/C(C)C(*)=C(C#N)CCCC,45.0
*/C=C/C(C)C(*)C#CC,45.0
*/C=C/C(C)C(*)C#N,85.0
*/C=C/C(C)C(*)C(=O)OCC(C)(C)CC,-10.0
*/C=C/C(C)C(*)C(=O)OCCC(F)(F)Cl,45.0
*/C=C/C(C)C(*)CCCN,-30.0
*/C=C/C(C)C(C)C(*)C#N,85.0
*/C=C/C(C)C(Cl)C1(C)C(*)C(OC(F)(F)F)CC1(C)C,95.0
*/C=C/C(C)CC(*)C,-40.0
*/C=C/C(C)CC(*)COCC(=O)OCCOc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,-20.0
*/C=C/C(C)CCC(C*)O[Si](C)(C)C,-60.0
*/C=C/C(C)CCCCSCCCCC(*)=O,-40.0
*/C=C/C(C)CCC[Si](*)(c1ccccc1)c1ccccc1,-20.0
*/C=C/C(C)Nc1cccc(*)c1,90.0
*/C=C/C(CBr)COC(=O)SN=C(C#N)C(=O)OCC(=O)NC(*)=O,65.0
*/C=C/C(CC)S(=O)(=O)C(=O)O*,95.0
*/C=C/C(CC=C)C(=O)C=C=*,45.0
*/C=C/C(CCC(=O)O)C(*)NCC,45.0
*/C=C/C(CCCCCCCCCC)C(=O)Nc1ccc(NC(=O)COP(=O)(CCN[Si](*)(C)C)NC)cc1,25.0
*/C=C/C(CCC[Si](C)(C)C)C(CC(C)C)C(*)(C)C,-45.0
*/C=C/C(CCl)(CCC)O*,45.0
*/C=C/C(CI)C(*)SC,55.0
*/C=C/C(CO*)(CS(=O)(=O)CCCC)C(C)C,45.0
*/C=C/C(CO*)C(F)(F)F,45.0
*/C=C/C(COC(=O)Nc1ccc(C)c(NC(=O)OCC)c1)C(*)=O,65.0
*/C=C/C(COC)COC(=O)NCCOCC=*,-30.0
*/C=C/C(C[Si](*)(C#N)C#N)[Si](C)(C)O,45.0
*/C=C/C(Cl)(O*)OCCCC,-20.0
*/C=C/C(F)(C(=O)CCCCC(*)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(F)(F)F,45.0
*/C=C/C(F)(F)C(F)(F)CC(F)(F)C(F)(F)CO*,55.0
*/C=C/C(I)C*,25.0
*/C=C/C(OC)C(=O)c1ccc(*)cc1,65.0
*/C=C/C(OCC)C(*)C(=C)OC,45.0
*/C=C/C([2H])=C(*)C(=O)OCC,-10.0
*/C=C/C(c1ccccc1)C(*)c1ccc(C#N)cc1,150.0
*/C=C/C/C=C(/*)CCCCCCCCCCCCOc1ccc(/N=N\c2ccc(C(=O)OCCCCCCCCCC)cc2)cc1,-20.0
*/C=C/C/C=C/C(=O)Nc1ccc(Cc2ccc(NC(=O)C(=O)N(*)CC)cc2)cc1,130.0
*/C=C/C1(C)COC(=O)C1NC(=O)C(Cc1ccc(CC)cc1)C(=O)O*,145.0
*/C=C/C1=CC=C(*)CO1,65.0
*/C=C/C1C=C(*)C1N,120.0
*/C=C/C1C=C(C)C(*)C1,100.0
*/C=C/C1CC(*)C(C(=O)OCCCCCCCCCCCCCCCCCC)C(CCCCCCCCC)C1C,-35.0
*/C=C/C1CC(*)C(COC(C)=O)C1,45.0
*/C=C/C1CC(*)C(N(C)[CH2][Ge]([CH3])[CH3])C1,45.0
*/C=C/C1CC(*)C(OC(C)=O)C1,90.0
*/C=C/C1CCC(*)OC1=O,45.0
*/C=C/C1CC[Si](C)(CCCC)OC1*,-40.0
*/C=C/C1COC(*)(CC(=O)OC(C)(C)C)C1,45.0
*/C=C/C=C(*)C(C#N)OC(=O)CSCC(=O)OC(C)=O,45.0
*/C=C/C=C(*)C(C)C,25.0
*/C=C/C=C(*)C=Cc1ccc(CCCCCCCCCC(=O)OCCOc2ccc(-c3ccc(C(=O)OCCCCCCCCCC)cc3)cc2)cc1,-20.0
*/C=C/C=C(/*)C=C,-30.0
*/C=C/C=C(/*)CCCC,-55.0
*/C=C/C=C(/*)CCOC(=O)C(C)O,-20.0
*/C=C/C=C(C=*)COCC(C)C,-20.0
*/C=C/C=C(O*)OCC(CC)C(Cl)C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,45.0
*/C=C/C=C/C(*)(C)OC,45.0
*/C=C/C=C/C(CCC[Si](*)(C)C#N)C(=O)OCC,-20.0
*/C=C/C=C/C(CO*)COCCOCCO,-40.0
*/C=C/C=C/C=C(/*)C(CC)CCCCC,-30.0
*/C=C/C=C/C=C(\*)c1ccc(C(=O)OCC)cc1,130.0
*/C=C/C=C/C=C/*,115.0
*/C=C/C=C/C=C/C(*)C(=O)OCCCCCC,-30.0
*/C=C/C=C/C=C/C(*)C=C,100.0
*/C=C/C=C/C=C/C(*)CCC(C)C,-40.0
*/C=C/C=C/C=C/C(C)CC(*)C,20.0
*/C=C/C=C/C=C/C=C(/*)c1ccccc1C,145.0
*/C=C/C=C/C=C/C=C/C(=O)C(O)C(*)=O,95.0
*/C=C/C=C/C=C/C=C/C(=O)NCCCCCCNCCCCCCNC(=O)N*,45.0
*/C=C/C=C/C=C/C=C/C(C)O*,90.0
*/C=C/C=C/C=C1COCC(*)C1,45.0
*/C=C/C=C/CC(COc1ccc(*)s1)c1ccncc1,45.0
*/C=C/C=C/COC(=O)CCCCCCCCCCCC(=S)NCCCCCCCNC(=O)C(=O)NCCCCCCCCCNC(=O)CCCC(*)=O,-30.0
*/C=C/C=C1CCC(C(=O)O*)OC1,45.0
*/C=C/C=C[Si](*)(C)CC,-30.0
*/C=C/CC(*)C(=O)OCCCCCCCCCCC,-60.0
*/C=C/CC(*)OC(=O)C(C)(C)C,-20.0
*/C=C/CC(=NC(*)C#N)c1ccc(COc2cc(Cl)ccc2Cl)cc1,65.0
*/C=C/CC(C#N)C(=O)OCCCCCCOc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,-10.0
*/C=C/CC(C*)CNC(=O)OC,-20.0
*/C=C/CC(C=C(*)c1ccccc1)c1ccccc1,100.0
*/C=C/CC/C=C(/*)CCCCCCCCCCCCCCCCc1ccc([N+](=O)[O-])cc1,-30.0
*/C=C/CC=C(C#N)C#C[Si](*)(C#N)C[As]=O,85.0
*/C=C/CCC(COC(=O)c1ccc(C(=O)O)c(C(=O)NCCCCCCCCCCCCCCN2CCN(*)CC2)c1)Oc1ccc([N+](=O)[O-])cc1,5.0
*/C=C/CCC/C=C/C=C/C(=C/C(=*)CCCCCCCCCC)C(=O)OCCOCCOCC,-45.0
*/C=C/CCCCC(*)=CC,-60.0
*/C=C/CCCCC=C(C)C=C(C)CC(=O)N*,-20.0
*/C=C/CCCCCCCCCCCC(*)C,-55.0
*/C=C/CCCCCCCCCCCCCCCCCCCCCC[NH+]C=C(*)COc1ccc(C#Cc2ccccc2)cc1,-20.0
*/C=C/CCCCCCCCCCCCCCCCCCS*,-60.0
*/C=C/CCCC[Si](*)(C)c1ccc(O)cc1,-20.0
*/C=C/CCN(C)c1ccc(CCc2ccc(*)s2)o1,-20.0
*/C=C/CCOC(=C(C#N)C#C[Si](C)(C)CCC(=O)O*)c1ccc([N+](=O)[O-])cc1,45.0
*/C=C/CC[Si](*)(C)CC,-70.0
*/C=C/COC(=O)C(CCCC)C(=O)O*,-30.0
*/C=C/COC(=O)NC(=O)O*,40.0
*/C=C/COCC(*)C(=O)O,45.0
*/C=C/C[PH](CO*)C(C)C,-30.0
*/C=C/C[Si](*)(C)c1ccc(S(=O)(=O)[O][Na])cc1,85.0
*/C=C/C[Si](*)(CC(=O)OCCCCCC)C(=O)OC,-60.0
*/C=C/C[Si](*)(CC(F)(F)F)O[Si](C)(C)O[Si](C)(C)C,-80.0
*/C=C/C[Si](*)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCC#N,-30.0
*/C=C/C[Si](C)(C)c1ccc(/C=C(\Cl)c2ccc(CCN(*)c3ccc(OCCCCCC)cc3)cc2)cc1,25.0
*/C=C/NC(=O)CCCCCCCCCC*,-30.0
*/C=C/P(=O)(O*)OCCCCC,-20.0
*/C=C/P(=O)(c1ccccc1)c1ccc([N+](=O)N(*)C)cc1,120.0
*/C=C/S(=O)(=O)CCC(F)(F)C(*)(Br)C(F)(F)F,95.0
*/C=C/S(=O)(=O)CCCCCCCCS*,-30.0
*/C=C/[CH2][Ca][CH2]CCCCCCNC(=O)CCCCC(=O)N*,-20.0
*/C=C/[SH](CC)CCc1ccc(*)cc1,30.0
*/C=C/[Si](*)(C)Cc1ccccc1,-20.0
*/C=C/[Si](*)(CCC(F)(F)F)NC(F)(F)F,-30.0
*/C=C/[Si](*)(O)OCCCCCCOc1ccc(N(c2ccccc2)c2ccc(I)cc2)cc1,15.0
*/C=C/[Si](C)(C)COC(=O)CCCCCCCCC(=O)O*,-60.0
*/C=C/[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(*)o1,-60.0
*/C=C/[Si](C)(C)[Si](C)(C)O*,-70.0
*/C=C/[Si](CCCCCCCCc1ccc(C=C(C#N)c2ccc(C#N)cc2)cc1)C(=*)F,45.0
*/C=C/[Si](Oc1ccc(CCCC)cc1)[Si](*)(C)O[Si](C)(C)C,-30.0
*/C=C/c1c(C)cc(C(*)(C(F)(F)F)C(F)(F)F)cc1C(F)(F)F,180.0
*/C=C/c1c(C)cc(Cc2ccc(O*)c(OC)c2)c(-c2ccccc2)c1C#N,145.0
*/C=C/c1cc(*)c(Br)cc1OC,130.0
*/C=C/c1cc(*)c(CCCCCCCCCC)c(C)c1OCC,-20.0
*/C=C/c1cc(*)c(OCC(C)CCCCCCC)cc1OCCCCCCCCCCCCCC,-30.0
*/C=C/c1cc(*)c(OCC(CC)(CC)COC(=O)c2ccccc2)cc1OCCCCCCCCCCCC,-20.0
*/C=C/c1cc(*)c(OCCCC)cc1OC,90.0
*/C=C/c1cc(*)c(OCCCC)cc1OCCCCCCCCCCC,-20.0
*/C=C/c1cc(*)c(OCCCCC(F)(F)F)c(OCCCCCCCCC)c1O,-20.0
*/C=C/c1cc(*)cc(-c2ccccc2)c1N,150.0
*/C=C/c1cc(*)cc(OCc2ccc(OCC)cc2)c1,90.0
*/C=C/c1cc(/C=C(\C#N)c2ccc(*)s2)ccc1O,180.0
*/C=C/c1cc(/C=C/C(=O)NCCCCCCCCCCCCCC)c(CCCCc2cccnc2*)cc1OC,10.0
*/C=C/c1cc(/C=N/N=C(\*)c2ccc([Si](C)(C)C)cc2)cc(C(=O)O)c1,210.0
*/C=C/c1cc(Br)c(N=*)cc1OC,130.0
*/C=C/c1cc(Br)c(O*)c([2H])c1Cl,110.0
*/C=C/c1cc(Br)ccc1N=*,130.0
*/C=C/c1cc(C=*)c(CCCCCCCC)c(OCCCC)c1,25.0
*/C=C/c1cc(C=*)cc(C(C)(C)c2ccc([Si](C)c3ccccc3)cc2S(=O)(=O)O)c1,175.0
*/C=C/c1cc(CCCC)c(*)cc1COCCCCO,-20.0
